timestamp,load_pu,load_mw,source
2023-01-01 00:00:00,0.4002932722734415,32.02346178187532,Synthetic South China Grid typical load
2023-01-01 01:00:00,0.37471833054722653,29.977466443778123,Synthetic South China Grid typical load
2023-01-01 02:00:00,0.35269400061682793,28.215520049346235,Synthetic South China Grid typical load
2023-01-01 03:00:00,0.37000777798140894,29.600622238512713,Synthetic South China Grid typical load
2023-01-01 04:00:00,0.3799812447911556,30.39849958329245,Synthetic South China Grid typical load
2023-01-01 05:00:00,0.4080763578024891,32.64610862419913,Synthetic South China Grid typical load
2023-01-01 06:00:00,0.4697573181337483,37.580585450699864,Synthetic South China Grid typical load
2023-01-01 07:00:00,0.533430959703151,42.67447677625208,Synthetic South China Grid typical load
2023-01-01 08:00:00,0.5679648090762728,45.43718472610182,Synthetic South China Grid typical load
2023-01-01 09:00:00,0.6021447996458305,48.171583971666436,Synthetic South China Grid typical load
2023-01-01 10:00:00,0.6179582894979412,49.43666315983529,Synthetic South China Grid typical load
2023-01-01 11:00:00,0.6356665341230467,50.85332272984374,Synthetic South China Grid typical load
2023-01-01 12:00:00,0.6392304455540725,51.138435644325796,Synthetic South China Grid typical load
2023-01-01 13:00:00,0.6046491868721375,48.371934949771,Synthetic South China Grid typical load
2023-01-01 14:00:00,0.5983321255113867,47.866570040910936,Synthetic South China Grid typical load
2023-01-01 15:00:00,0.6021538711731952,48.17230969385562,Synthetic South China Grid typical load
2023-01-01 16:00:00,0.642616459502155,51.409316760172395,Synthetic South China Grid typical load
2023-01-01 17:00:00,0.7047987810124026,56.383902480992205,Synthetic South China Grid typical load
2023-01-01 18:00:00,0.7062950997145342,56.50360797716274,Synthetic South China Grid typical load
2023-01-01 19:00:00,0.6739959925471675,53.9196794037734,Synthetic South China Grid typical load
2023-01-01 20:00:00,0.6230041905608295,49.84033524486635,Synthetic South China Grid typical load
2023-01-01 21:00:00,0.5428537096272688,43.428296770181504,Synthetic South China Grid typical load
2023-01-01 22:00:00,0.4693776978216366,37.55021582573092,Synthetic South China Grid typical load
2023-01-01 23:00:00,0.42490731027286394,33.99258482182911,Synthetic South China Grid typical load
2023-01-02 00:00:00,0.4326398082972626,34.61118466378101,Synthetic South China Grid typical load
2023-01-02 01:00:00,0.41527389875402826,33.22191190032226,Synthetic South China Grid typical load
2023-01-02 02:00:00,0.400360447797868,32.02883582382944,Synthetic South China Grid typical load
2023-01-02 03:00:00,0.38456822938959506,30.765458351167606,Synthetic South China Grid typical load
2023-01-02 04:00:00,0.3954454495529088,31.6356359642327,Synthetic South China Grid typical load
2023-01-02 05:00:00,0.44357963263648115,35.48637061091849,Synthetic South China Grid typical load
2023-01-02 06:00:00,0.4929662735958903,39.437301887671225,Synthetic South China Grid typical load
2023-01-02 07:00:00,0.5594807679459295,44.75846143567436,Synthetic South China Grid typical load
2023-01-02 08:00:00,0.6074781162960501,48.59824930368401,Synthetic South China Grid typical load
2023-01-02 09:00:00,0.6462275292553209,51.698202340425674,Synthetic South China Grid typical load
2023-01-02 10:00:00,0.6728054303904201,53.824434431233605,Synthetic South China Grid typical load
2023-01-02 11:00:00,0.6610734525160552,52.88587620128442,Synthetic South China Grid typical load
2023-01-02 12:00:00,0.6659104658423809,53.27283726739047,Synthetic South China Grid typical load
2023-01-02 13:00:00,0.6265364230962868,50.12291384770294,Synthetic South China Grid typical load
2023-01-02 14:00:00,0.6495913387098289,51.967307096786314,Synthetic South China Grid typical load
2023-01-02 15:00:00,0.658107754948253,52.64862039586024,Synthetic South China Grid typical load
2023-01-02 16:00:00,0.6796666067160358,54.373328537282866,Synthetic South China Grid typical load
